hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,agent,company,days_in_waiting_list,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,43,2016,October,44,24,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,250.0,,0,0,1,Canceled,2016-10-10
Resort Hotel,1,8,2016,October,44,25,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,8.0,,0,0,0,No-Show,2016-10-25
Resort Hotel,1,0,2016,October,44,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,,270.0,0,0,0,Canceled,2016-10-25
Resort Hotel,1,8,2016,October,44,25,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,8.0,,0,0,0,No-Show,2016-10-25
Resort Hotel,0,0,2016,October,44,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,,47.0,0,0,0,Check-Out,2016-10-26
Resort Hotel,1,20,2016,October,44,25,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-10-05
Resort Hotel,1,70,2016,October,44,25,0,5,2,2.0,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,0,0,Canceled,2016-08-17
Resort Hotel,1,51,2016,October,44,25,0,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,2,Canceled,2016-09-05
Resort Hotel,1,86,2016,October,44,25,2,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,1,Canceled,2016-09-08
Resort Hotel,1,138,2016,October,44,25,2,7,3,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,0,0,Canceled,2016-08-18
Resort Hotel,0,7,2016,October,44,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,,331.0,0,0,0,Check-Out,2016-10-27
Resort Hotel,1,0,2016,October,44,26,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,250.0,,0,0,0,Canceled,2016-10-26
Resort Hotel,1,42,2016,October,44,26,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-09-15
Resort Hotel,1,65,2016,October,44,26,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,2,Canceled,2016-10-05
Resort Hotel,1,153,2016,October,44,26,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-05-30
Resort Hotel,1,78,2016,October,44,26,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,1,Canceled,2016-08-11
Resort Hotel,1,213,2016,October,44,26,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-08-25
Resort Hotel,1,79,2016,October,44,26,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,241.0,,0,0,1,Canceled,2016-10-26
Resort Hotel,1,43,2016,October,44,26,2,5,2,0.0,0,BB,JEY,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-09-15
Resort Hotel,1,213,2016,October,44,26,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-08-25
Resort Hotel,1,188,2016,October,44,26,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,175.0,,0,0,0,Canceled,2016-07-20
Resort Hotel,1,79,2016,October,44,26,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,3,Canceled,2016-08-30
Resort Hotel,1,54,2016,October,44,26,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-09-02
Resort Hotel,1,188,2016,October,44,26,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,175.0,,0,0,0,Canceled,2016-07-20
Resort Hotel,1,54,2016,October,44,26,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-09-02
Resort Hotel,1,79,2016,October,44,26,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,3,Canceled,2016-08-30
Resort Hotel,1,188,2016,October,44,26,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,175.0,,0,0,0,Canceled,2016-07-20
Resort Hotel,1,54,2016,October,44,26,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-09-02
Resort Hotel,1,79,2016,October,44,26,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,3,Canceled,2016-08-30
Resort Hotel,1,0,2016,October,44,27,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,314.0,,0,0,0,Canceled,2016-10-27
Resort Hotel,1,0,2016,October,44,27,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,314.0,,0,0,0,Canceled,2016-10-27
Resort Hotel,1,8,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,,461.0,0,0,0,Canceled,2016-10-24
Resort Hotel,1,0,2016,October,44,27,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-10-27
Resort Hotel,1,142,2016,October,44,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-08-01
Resort Hotel,1,87,2016,October,44,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-10-17
Resort Hotel,1,87,2016,October,44,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-10-17
Resort Hotel,1,142,2016,October,44,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-08-01
Resort Hotel,1,248,2016,October,44,27,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-08-23
Resort Hotel,1,24,2016,October,44,27,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-10-09
Resort Hotel,1,87,2016,October,44,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-10-16
Resort Hotel,1,142,2016,October,44,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-08-01
Resort Hotel,1,31,2016,October,44,27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,2,Canceled,2016-10-15
Resort Hotel,1,121,2016,October,44,27,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-07-11
Resort Hotel,1,53,2016,October,44,27,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,3,Canceled,2016-10-03
Resort Hotel,1,20,2016,October,44,27,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,1,Canceled,2016-10-12
Resort Hotel,1,69,2016,October,44,27,2,4,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,0,0,Canceled,2016-08-30
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,8,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,3,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,4,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,117,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-07-02
Resort Hotel,1,117,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,5,240.0,,0,0,0,Canceled,2016-07-25
Resort Hotel,1,117,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,4,240.0,,0,0,0,Canceled,2016-07-25
Resort Hotel,1,181,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,8,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,177,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,7,240.0,,0,0,0,Canceled,2016-07-25
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,3,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,181,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,6,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,96,2016,October,44,27,2,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-07-25
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,10,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,3,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,66,2016,October,44,27,2,5,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-09-28
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,3,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,16,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,206,2016,October,44,27,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,7,240.0,,0,0,1,Canceled,2016-07-25
Resort Hotel,1,206,2016,October,44,27,2,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,3,240.0,,0,0,1,Canceled,2016-04-29
Resort Hotel,1,3,2016,October,44,28,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,,,0,0,0,Canceled,2016-10-26
Resort Hotel,1,0,2016,October,44,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-10-28
Resort Hotel,1,79,2016,October,44,28,0,1,2,0.0,0,BB,PRT,Complementary,TA/TO,0,0,0,F,F,0,127.0,,0,0,1,Canceled,2016-10-27
Resort Hotel,1,0,2016,October,44,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-10-28
Resort Hotel,1,179,2016,October,44,28,0,1,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,C,1,240.0,,0,0,1,Canceled,2016-10-13
Resort Hotel,1,120,2016,October,44,28,0,1,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-06-30
Resort Hotel,1,179,2016,October,44,28,0,1,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,C,1,240.0,,0,0,1,Canceled,2016-10-13
Resort Hotel,0,14,2016,October,44,28,0,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,,,0,0,1,Check-Out,2016-10-30
Resort Hotel,0,16,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,,,0,1,0,Check-Out,2016-10-30
Resort Hotel,1,10,2016,October,44,28,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,,,0,0,0,Canceled,2016-10-27
Resort Hotel,1,79,2016,October,44,28,1,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-08-30
Resort Hotel,1,42,2016,October,44,28,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,240.0,,0,0,0,No-Show,2016-10-28
Resort Hotel,1,32,2016,October,44,28,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,336.0,,0,0,0,Canceled,2016-09-28
Resort Hotel,1,129,2016,October,44,28,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,240.0,,0,0,2,Canceled,2016-09-02
Resort Hotel,1,72,2016,October,44,28,2,4,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,2,240.0,,0,0,2,Canceled,2016-08-23
Resort Hotel,1,69,2016,October,44,28,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,241.0,,0,0,2,Canceled,2016-08-23
Resort Hotel,1,178,2016,October,44,28,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,314.0,,0,0,0,Canceled,2016-07-22
Resort Hotel,1,131,2016,October,44,28,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-06-21
Resort Hotel,1,255,2016,October,44,28,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,1,250.0,,0,0,0,Canceled,2016-10-28
Resort Hotel,1,131,2016,October,44,28,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-06-21
Resort Hotel,1,131,2016,October,44,28,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-06-21
Resort Hotel,1,131,2016,October,44,28,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,Canceled,2016-06-21
Resort Hotel,1,178,2016,October,44,28,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,314.0,,0,0,0,Canceled,2016-07-22
Resort Hotel,1,208,2016,October,44,28,2,7,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-04-27
Resort Hotel,0,18,2016,October,44,29,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,,,0,1,0,Check-Out,2016-10-30
Resort Hotel,0,18,2016,October,44,29,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,1,,,0,1,0,Check-Out,2016-10-30
Resort Hotel,0,12,2016,October,44,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,,,0,1,0,Check-Out,2016-10-30
Resort Hotel,1,1,2016,October,44,29,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-10-29
Resort Hotel,1,18,2016,October,44,29,0,1,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,,,0,0,0,Canceled,2016-10-28
Resort Hotel,1,50,2016,October,44,29,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,1,Canceled,2016-10-19
Resort Hotel,1,16,2016,October,44,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,,,0,0,1,Canceled,2016-10-24
Resort Hotel,1,18,2016,October,44,29,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,,,0,0,0,No-Show,2016-10-29
Resort Hotel,1,67,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,3,Canceled,2016-09-26
Resort Hotel,1,39,2016,October,44,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-09-20
Resort Hotel,1,40,2016,October,44,29,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,1,Canceled,2016-10-07
Resort Hotel,1,39,2016,October,44,29,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-09-20
Resort Hotel,1,40,2016,October,44,29,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,1,Canceled,2016-10-07
Resort Hotel,1,112,2016,October,44,29,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,1,Canceled,2016-09-01
Resort Hotel,1,46,2016,October,44,29,2,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,2,Canceled,2016-10-26
Resort Hotel,1,58,2016,October,44,29,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,1,Canceled,2016-09-05
Resort Hotel,1,142,2016,October,44,29,2,5,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,101,2016,October,44,29,2,5,2,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,0,0,Canceled,2016-07-26
Resort Hotel,1,49,2016,October,44,29,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-09-21
Resort Hotel,1,126,2016,October,44,29,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-07-25
Resort Hotel,1,201,2016,October,44,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,156.0,,0,0,0,Canceled,2016-04-12
Resort Hotel,1,96,2016,October,44,29,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,1,Canceled,2016-09-06
Resort Hotel,1,17,2016,October,45,30,1,0,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,,,0,0,0,Canceled,2016-10-24
Resort Hotel,1,2,2016,October,45,30,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,,,0,0,0,Canceled,2016-10-30
Resort Hotel,1,17,2016,October,45,30,1,0,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,,,0,0,0,Canceled,2016-10-24
Resort Hotel,1,17,2016,October,45,30,1,0,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,,,0,0,0,Canceled,2016-10-27
Resort Hotel,1,5,2016,October,45,30,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,B,0,,,0,0,0,Canceled,2016-10-29
Resort Hotel,1,81,2016,October,45,30,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,240.0,,0,0,0,No-Show,2016-10-30
Resort Hotel,1,19,2016,October,45,30,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,15.0,,0,0,2,Canceled,2016-10-19
Resort Hotel,1,20,2016,October,45,30,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,241.0,,0,0,1,Canceled,2016-10-13
Resort Hotel,1,186,2016,October,45,30,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-06-09
Resort Hotel,1,34,2016,October,45,30,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-10-02
Resort Hotel,1,89,2016,October,45,30,4,6,2,0.0,0,HB,ITA,Direct,Direct,0,0,0,F,F,1,250.0,,0,0,0,Canceled,2016-08-10
Resort Hotel,1,75,2016,October,45,31,1,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,3,Canceled,2016-09-19
Resort Hotel,1,245,2016,October,45,31,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-04-26
Resort Hotel,1,245,2016,October,45,31,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-04-26
Resort Hotel,1,192,2016,October,45,31,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,196.0,,0,0,0,Canceled,2016-07-20
Resort Hotel,1,96,2016,October,45,31,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,0,Canceled,2016-08-05
Resort Hotel,1,76,2016,October,45,31,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,314.0,,0,0,0,Canceled,2016-08-25
Resort Hotel,1,53,2016,October,45,31,2,5,3,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,0,0,Canceled,2016-09-24
Resort Hotel,1,214,2016,October,45,31,2,5,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,156.0,,0,0,1,Canceled,2016-09-05
Resort Hotel,1,87,2016,October,45,31,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,175.0,,0,0,0,Canceled,2016-10-17
Resort Hotel,1,70,2016,October,45,31,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,2,Canceled,2016-08-25
Resort Hotel,1,214,2016,October,45,31,2,5,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,156.0,,0,0,1,Canceled,2016-08-02
Resort Hotel,1,1,2016,November,45,1,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,0,No-Show,2016-11-01
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-03-11
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,22,2016,November,45,1,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,0,2,Canceled,2016-10-15
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,1,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,1,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-03-11
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-03-11
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,1,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,1,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,248.0,,0,0,0,Canceled,2016-10-18
Resort Hotel,1,58,2016,November,45,1,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-09-24
Resort Hotel,1,46,2016,November,45,1,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,0,Canceled,2016-10-02
Resort Hotel,1,113,2016,November,45,2,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,2,Canceled,2016-09-30
Resort Hotel,1,113,2016,November,45,2,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,2,Canceled,2016-09-30
Resort Hotel,1,113,2016,November,45,2,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,2,Canceled,2016-09-30
Resort Hotel,1,113,2016,November,45,2,0,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,2,Canceled,2016-09-30
Resort Hotel,1,42,2016,November,45,2,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,0,2,Canceled,2016-10-01
Resort Hotel,1,37,2016,November,45,2,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,1,Canceled,2016-10-05
Resort Hotel,1,27,2016,November,45,2,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,0,2,Canceled,2016-10-07
